"Ticker","Date","LatestAvailableDate","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SignalGroup","ActiveSignal","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","SignalAgeLabel","AgeDays","Trend","TrendShort","TrendMedium","TrendLong","Structure","Regime","RisenScore","RisenInsideRolling","RisenRecentUpBreak","RisenVolSurge","Quadrant","AlphaStatus","RVol","VolPower","VolRegime","XRayBuyPowerPct","XRaySellPowerPct","RSI","ADX","PlusDI","MinusDI","EMA21","EMA50","EMA200","Volume","VolumeSMA20","Score","LogicNotes","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","StopLoss","TP1","TP2","TP2Fib","RiskBuy1Pct","RiskAvgPct","UpsideBuy1Pct","UpsideAvgPct","RewardRiskBuy1","RewardRiskAvg"
"GMFI","2026-05-26","2026-05-26","560","FULL","53","-3.6363636363636362","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-14","Discount Only","42d","42","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","34.8","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.67","0.67","DRY / QUIET","0","100","36.51","20.74","16.9","22.25","57.49","61.61","69.44","40242900","59986040","1016","Supertrend bearish | RSI 36.5 lemah | Volume 0.67x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","70","62","59","57","0.1","0.2","0.3","0.4","1428","3225","5084","7017","16754","99983500","16500","59.68","59.68","52","97","124","124","25.71","12.86","77.14","107.78","3","8.38"
"SRTG","2026-05-26","2026-05-26","560","FULL","1645","1.2307692307692308","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-14","","42d","42","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","40.78","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.53","0.53","DRY / QUIET","50","50","42.79","24.07","13.35","23.89","1690.19","1713.13","1724.31","4365600","8245075","1016","Supertrend bearish | RSI 42.8 lemah | Volume 0.53x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1790","1640","1600","1550","0.1","0.2","0.3","0.4","55","121","187","258","621","99599000","401000","1603.85","1604.15","1470","2270","2750","2750","17.88","8.35","53.63","71.46","3","8.56"
"ASBI","2026-05-26","2026-05-26","560","FULL","410","0.9852216748768473","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-13","Structure + Discount","43d","43","DOWNTREND","NEUTRAL","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","60","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.24","0.24","DRY / QUIET","64.29","35.71","49.4","10.85","16.83","14.95","409.79","415.62","445.97","14300","60615","1014","Supertrend bearish | RSI 49.4 lemah | Volume 0.24x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","432","406","400","392","0.1","0.2","0.3","0.4","231","492","750","1020","2493","99938400","61600","400.88","400.88","378","515","595","595","12.5","5.71","37.73","48.42","3.02","8.49"
"PDES","2026-05-26","2026-05-26","560","FULL","510","0","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-13","","43d","43","DOWNTREND","NEUTRAL","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","100","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.11","0.11","DRY / QUIET","100","0","49.18","20.24","11.95","16.83","510.01","518.64","511.8","7300","68150","1014","Supertrend bearish | RSI 49.2 lemah | Volume 0.11x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","630","610","605","600","0.1","0.2","0.3","0.4","158","327","495","666","1646","99808500","191500","606.37","606.38","585","700","770","770","7.14","3.52","22.22","26.99","3.11","7.66"
"PNGO","2026-05-26","2026-05-26","560","FULL","3530","1.4367816091954022","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-13","","43d","43","DOWNTREND","BULLISH","BULLISH","BULLISH","STRUCTURE + DISCOUNT","NORMAL UPTREND","25","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.16","0.16","DRY / QUIET","88.89","11.11","52.42","21.92","20.85","16.15","3498.73","3419.91","3006.02","15800","99830","1014","Supertrend bearish | RSI 52.4 > 50 | Volume 0.16x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","3410","3210","3160","3100","0.1","0.2","0.3","0.4","29","62","94","129","314","99485000","515000","3168.31","3168.57","2980","4060","4700","4700","12.61","5.94","37.83","48.34","3","8.13"
"RSGK","2026-05-26","2026-05-26","560","FULL","965","9.659090909090908","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-07","","19d","19","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","SIDEWAYS","25","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.75","0.75","DRY / QUIET","100","0","40.12","19.35","24.95","26.74","1094.53","1132.11","1061.04","14800","19825","1012","Supertrend bearish | RSI 40.1 lemah | Volume 0.75x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1265","1110","1070","1015","0.1","0.2","0.3","0.4","79","180","280","394","933","99924500","75500","1071","1071.01","940","1755","2240","2240","25.69","12.23","77.08","109.15","3","8.92"
"SMBR","2026-05-26","2026-05-26","560","FULL","171","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-07","","19d","19","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","45.94","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.31","0.31","DRY / QUIET","16.67","83.33","28.91","43.99","12.03","33.64","192.16","213.96","248.91","1950300","6265595","1012","Supertrend bearish | RSI 28.9 lemah | Volume 0.31x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","202","200","200","199","0.1","0.2","0.3","0.4","495","1000","1500","2010","5005","99998000","2000","199.8","199.8","196","212","234","234","2.97","1.9","15.84","17.12","5.33","9.01"
"BHAT","2026-05-26","2026-05-26","560","FULL","810","-14.736842105263156","AVOID","-","passive","FALSE","","SMART GAMMA","2025-11-12","","195d","195","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","0","FALSE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","1.82","1.82","EXPANSION","0","100","3.94","40.34","4.84","88.18","1244","1323.78","1182.56","2800","1535","1010","Supertrend bearish | RSI 3.9 lemah | Volume valid 1.82x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","1070","965","940","905","0.1","0.2","0.3","0.4","93","207","319","441","1060","99823000","177000","941.73","941.75","855","1395","1715","1715","20.09","9.21","60.28","82.11","3","8.92"
"BATA","2026-05-26","2026-05-26","560","FULL","63","3.278688524590164","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-31","","56d","56","DOWNTREND","NEUTRAL","BEARISH","BULLISH","STRUCTURE + DISCOUNT","SIDEWAYS","59.81","TRUE","FALSE","TRUE","LEADING","LEADING (Passive)","2.25","2.25","VOLUME SURGE","0","100","49.57","24.55","22.51","31.26","63.02","63.73","62.85","181500","80525","1008","Supertrend bearish | RSI 49.6 lemah | Volume valid 2.25x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","89","81","78","76","0.1","0.2","0.3","0.4","1123","2469","3846","5263","12701","99991200","8800","78.73","78.73","71","116","143","143","20.22","9.81","60.67","81.64","3","8.32"
"JRPT","2026-05-26","2026-05-26","560","FULL","1090","0","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-10","","46d","46","DOWNTREND","NEUTRAL","NEUTRAL","BULLISH","DEMAND STRUCTURE","SIDEWAYS","70.19","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.11","1.11","NORMAL","0","100","48.41","29.82","19.11","19.47","1090.72","1092.06","991.15","230200","207900","1008","Supertrend bearish | RSI 48.4 lemah | Volume 1.11x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1110","1095","1090","1085","0.1","0.2","0.3","0.4","90","182","275","368","915","99822000","178000","1090.95","1090.95","1075","1165","1280","1280","3.15","1.46","15.32","17.33","4.86","11.85"
"KLIN","2026-05-26","2026-05-26","560","FULL","119","9.174311926605505","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-05","","21d","21","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25.52","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","1.24","1.24","EXPANSION","100","0","36.02","24.92","11.57","26.5","132.8","145.13","156.72","139000","112400","1008","Supertrend bearish | RSI 36.0 lemah | Volume valid 1.24x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","168","150","145","139","0.1","0.2","0.3","0.4","595","1333","2068","2877","6873","99967300","32700","145.45","145.45","128","228","288","288","23.81","12","71.43","98.01","3","8.17"
"ADMR","2026-05-26","2026-05-26","560","FULL","1510","-2.5806451612903225","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-04","","22d","22","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","20.27","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.32","0.32","DRY / QUIET","23.08","76.92","36.19","25.19","16.3","34.09","1682.47","1780.87","1599.94","15445900","48502510","1006","Supertrend bearish | RSI 36.2 lemah | Volume 0.32x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1910","1845","1830","1810","0.1","0.2","0.3","0.4","52","108","163","220","543","99507000","493000","1832.54","1832.56","1765","2130","2350","2350","7.59","3.69","23.04","28.24","3.03","7.66"
"ALII","2026-05-26","2026-05-26","536","FULL","840","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-09","Structure + Discount","47d","47","DOWNTREND","BEARISH","BEARISH","BULLISH","STRUCTURE + DISCOUNT","SIDEWAYS","35.2","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.59","0.59","DRY / QUIET","16.67","83.33","46.6","18.93","20.51","19.05","868.96","863.47","764.48","2131500","3602645","1006","Supertrend bearish | RSI 46.6 lemah | Volume 0.59x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","840","735","705","670","0.1","0.2","0.3","0.4","119","272","425","597","1413","99949500","50500","707.36","707.36","610","1185","1530","1530","27.38","13.76","82.14","116.3","3","8.45"
"MEJA","2026-05-26","2026-05-26","535","FULL","97","1.0416666666666665","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-09","Discount Only","47d","47","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","50.95","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.6","0.6","DRY / QUIET","100","0","44.6","13.85","16.67","27.98","102.33","106.28","124.38","14932200","25049375","1006","Supertrend bearish | RSI 44.6 lemah | Volume 0.6x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","101","90","87","83","0.1","0.2","0.3","0.4","990","2222","3448","4819","11479","99992300","7700","87.11","87.11","76","139","176","176","24.75","12.75","74.26","102.05","3","8"
"AGRS","2026-05-26","2026-05-26","560","FULL","64","1.5873015873015872","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-08","","48d","48","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","31.58","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.07","0.07","DRY / QUIET","100","0","36.09","21.77","15.84","23.29","66.56","69.12","71.97","393000","5523085","1004","Supertrend bearish | RSI 36.1 lemah | Volume 0.07x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","70","68","68","67","0.1","0.2","0.3","0.4","1428","2941","4411","5970","14750","99988600","11400","67.79","67.79","65","78","86","86","7.14","4.11","22.86","26.86","3.2","6.53"
"AIMS","2026-05-26","2026-05-26","560","FULL","406","2.525252525252525","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-08","","48d","48","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","65.56","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.95","0.95","NORMAL","100","0","43.47","16.67","19.78","26.25","418.33","430.29","420.71","610100","642705","1004","Supertrend bearish | RSI 43.5 lemah | Volume 0.95x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","428","402","396","388","0.1","0.2","0.3","0.4","233","497","757","1030","2517","99893000","107000","396.87","396.88","366","520","615","615","14.49","7.78","43.69","54.96","3.02","7.07"
"NICK","2026-05-26","2026-05-26","560","FULL","1120","1.3574660633484164","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-08","Demand Structure","48d","48","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","67.94","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.19","0.19","DRY / QUIET","100","0","39.32","20.02","29.72","18.22","1169.37","1199.35","1176.2","1300","6985","1004","Supertrend bearish | RSI 39.3 lemah | Volume 0.19x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1300","1180","1150","1105","0.1","0.2","0.3","0.4","76","169","260","361","866","99612500","387500","1150.26","1150.38","1035","1700","2100","2100","20.38","10.02","61.54","82.57","3.02","8.24"
"PSSI","2026-05-26","2026-05-26","560","FULL","310","3.3333333333333335","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-08","","48d","48","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","31.06","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.18","0.18","DRY / QUIET","83.33","16.67","39.22","24.38","20.45","36.04","323.44","336.18","352.88","36900","206735","1004","Supertrend bearish | RSI 39.2 lemah | Volume 0.18x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","344","338","336","334","0.1","0.2","0.3","0.4","290","591","892","1197","2970","99902800","97200","336.37","336.37","330","366","402","402","4.07","1.89","16.86","19.51","4.14","10.3"
"TRIM","2026-05-26","2026-05-26","560","FULL","498","1.2195121951219512","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-08","Demand Structure","48d","48","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","56.05","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.57","0.57","DRY / QUIET","45.45","54.55","37.81","20.36","13.72","21.18","531.28","550.71","535.75","189200","330700","1004","Supertrend bearish | RSI 37.8 lemah | Volume 0.57x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","555","505","492","474","0.1","0.2","0.3","0.4","180","396","609","843","2028","99909000","91000","492.65","492.65","446","720","880","880","19.64","9.47","58.56","78.63","2.98","8.3"
"PMJS","2026-05-26","2026-05-26","560","FULL","117","-3.3057851239669422","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-07","","49d","49","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","57.64","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.48","0.48","DRY / QUIET","11.11","88.89","41.8","21.61","24.7","18.97","123.95","125.17","121.5","920900","1924650","1002","Supertrend bearish | RSI 41.8 lemah | Volume 0.48x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","151","129","124","116","0.1","0.2","0.3","0.4","662","1550","2419","3448","8079","99983600","16400","123.76","123.76","106","218","286","286","29.8","14.35","89.4","131.1","3","9.14"
"RAAM","2026-05-26","2026-05-26","560","FULL","197","3.1413612565445024","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-07","Discount Only","49d","49","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","32.02","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.41","0.41","DRY / QUIET","66.67","33.33","42.85","14.67","21.72","17.84","206.63","213.32","246.38","434700","1060130","1002","Supertrend bearish | RSI 42.9 lemah | Volume 0.41x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","238","196","185","171","0.1","0.2","0.3","0.4","420","1020","1621","2339","5400","99973400","26600","185.14","185.14","149","372","505","505","37.39","19.52","112.18","172.77","3","8.85"
"WIDI","2026-05-26","2026-05-26","560","FULL","28","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-07","Structure + Discount","49d","49","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","32.93","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.38","0.38","DRY / QUIET","50","50","39","26.53","15.54","24.74","30.04","31.76","32.93","2107300","5543000","1002","Supertrend bearish | RSI 39.0 lemah | Volume 0.38x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","33","31","31","30","0.1","0.2","0.3","0.4","3030","6451","9677","13333","32491","99994800","5200","30.78","30.78","28","44","49","49","15.15","9.02","48.48","59.21","3.2","6.56"
"ASII","2026-05-26","2026-05-26","560","FULL","5125","-8.482142857142858","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-25","","NEW","1","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","0","FALSE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.97","1.97","EXPANSION","0","100","33.18","15.25","12.72","30.22","5823.56","6042.43","6020.99","82648100","41952165","998","Supertrend bearish | RSI 33.2 lemah | Volume valid 1.97x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","5600","5450","5425","5375","0.1","0.2","0.3","0.4","17","36","55","74","182","98752500","1247500","5425.96","5426.74","5250","6125","6750","6750","6.25","3.24","20.54","24.4","3.29","7.52"
"BNBA","2026-05-26","2026-05-26","560","FULL","690","-0.7194244604316548","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-25","","NEW","1","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","35.15","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.06","0.06","DRY / QUIET","83.33","16.67","41.12","19.78","15.37","25.78","731.48","746.16","751.35","61300","952145","998","Supertrend bearish | RSI 41.1 lemah | Volume 0.06x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","865","780","755","725","0.1","0.2","0.3","0.4","115","256","397","551","1319","99836500","163500","756.91","756.95","680","1145","1420","1420","21.39","10.16","64.16","87.6","3","8.62"
"CENT","2026-05-26","2026-05-26","560","FULL","82","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-25","","NEW","1","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","17.68","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.5","0.5","DRY / QUIET","50","50","35.29","20.37","17.22","23.13","92.64","101.98","113.02","3701700","7343310","998","Supertrend bearish | RSI 35.3 lemah | Volume 0.5x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","82","77","75","73","0.1","0.2","0.3","0.4","1219","2597","4000","5479","13295","99989400","10600","75.21","75.21","69","109","112","112","15.85","8.25","36.59","48.92","2.31","5.93"
"DMMX","2026-05-26","2026-05-26","560","FULL","179","0.5617977528089888","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-25","","NEW","1","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","28.48","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.37","0.37","DRY / QUIET","25","75","25.81","13.99","19.21","19.92","203.03","223.14","289.71","163600","443860","998","Supertrend bearish | RSI 25.8 lemah | Volume 0.37x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","178","174","173","172","0.1","0.2","0.3","0.4","561","1149","1734","2325","5769","99966600","33400","173.28","173.28","167","204","212","212","6.18","3.63","19.1","22.34","3.09","6.16"
"ISAP","2026-05-26","2026-05-26","560","FULL","27","0","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-25","","NEW","1","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","41.76","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.43","0.43","DRY / QUIET","50","50","39.44","15.25","15.91","21.69","29.37","30.84","29.44","15640500","36020065","998","Supertrend bearish | RSI 39.4 lemah | Volume 0.43x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","34","31","30","28","0.1","0.2","0.3","0.4","2941","6451","10000","14285","33677","99995500","4500","29.69","29.69","27","45","55","55","20.59","9.07","61.76","85.23","3","9.4"
"POLI","2026-05-26","2026-05-26","560","FULL","875","-3.314917127071823","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-25","","NEW","1","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","49.05","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.57","0.57","DRY / QUIET","42.31","57.69","36.63","27.01","29.82","24.16","1030.02","1083.29","983.51","20400","35795","998","Supertrend bearish | RSI 36.6 lemah | Volume 0.57x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","905","835","820","795","0.1","0.2","0.3","0.4","110","239","365","503","1217","99830000","170000","820.3","820.33","740","1155","1400","1400","18.23","9.79","54.7","70.67","3","7.22"
